No.,Time,T.amb (°C),T.D.REF - normal PV (°C),T.U.REF - normal PV (°C),T.D.CPV-HNEPCM-HNF (°C),T.U.CPV-HNEPCM-HNF (°C),T.F.IN Hybrid NF (°C),T.F.DELTA Hybrid NF (°C),V.REF - normal PV (V),V.CPV-Hybrid (V),I.REF - normal PV (A),I.CPV-Hybrid (A),Direct POA irradiance - reference (W/m2),Effective irradiance - CPV hybrid (W/m2),Ceff - mirrors,P(max) REF (W),P(max) CPV Hybrid (W),Isc REF (A),Isc CPV Hybrid (A),Voc REF (V),Voc CPV Hybrid (V),FF REF,FF CPV Hybrid,P.REF normal PV (W),P.CPV-HNEPCM-HNF (W),AREA (m2),ζele.REF (%),ζele.CPV-Hybrid (%),m Hybrid NF (kg/s),Cp Hybrid NF (J/kg°K),Q.CPV-Hybrid (W),ζth.CPV-Hybrid (%),ζtotal.REF (%),ζtotal.CPV-Hybrid (%)
280,10:19:30,33.900,67.640,65.680,48.130,46.760,32.280,1.670,16.120,17.264,0.881,1.468,852.000,1382.900,1.623,14.201,25.339,0.963,1.604,19.782,21.035,0.745,0.751,14.202,25.344,0.189,8.819,9.696,0.018,4155.000,126.981,48.583,8.819,58.280
281,10:20:00,33.910,67.700,65.730,48.170,46.800,32.290,1.675,16.117,17.262,0.883,1.471,853.800,1386.300,1.624,14.227,25.397,0.965,1.608,19.778,21.033,0.745,0.751,14.231,25.392,0.189,8.819,9.691,0.018,4155.000,127.361,48.609,8.819,58.300
282,10:20:30,33.920,67.780,65.800,48.220,46.840,32.290,1.679,16.113,17.259,0.884,1.474,855.100,1388.900,1.624,14.243,25.438,0.966,1.611,19.773,21.030,0.746,0.751,14.244,25.440,0.189,8.814,9.691,0.018,4155.000,127.665,48.634,8.814,58.325
283,10:21:00,33.930,67.870,65.880,48.270,46.890,32.290,1.682,16.108,17.256,0.885,1.475,855.700,1390.400,1.625,14.248,25.461,0.967,1.613,19.768,21.027,0.745,0.751,14.256,25.453,0.189,8.815,9.686,0.018,4155.000,127.893,48.668,8.815,58.354
284,10:21:30,33.930,67.960,65.970,48.330,46.940,32.300,1.683,16.102,17.253,0.885,1.476,855.800,1391.000,1.625,14.243,25.465,0.967,1.613,19.762,21.023,0.745,0.751,14.250,25.465,0.189,8.810,9.686,0.018,4155.000,127.969,48.676,8.810,58.363
285,10:22:00,33.940,68.060,66.050,48.390,46.990,32.300,1.682,16.097,17.250,0.884,1.476,855.400,1390.800,1.626,14.230,25.456,0.966,1.613,19.756,21.020,0.746,0.751,14.230,25.461,0.189,8.802,9.686,0.018,4155.000,127.893,48.654,8.802,58.340
286,10:22:30,33.950,68.150,66.130,48.440,47.030,32.300,1.682,16.092,17.247,0.883,1.475,854.700,1390.200,1.627,14.214,25.440,0.965,1.612,19.750,21.016,0.746,0.751,14.209,25.439,0.189,8.796,9.682,0.018,4155.000,127.893,48.675,8.796,58.357
287,10:23:00,33.950,68.230,66.210,48.490,47.070,32.310,1.681,16.087,17.244,0.883,1.474,854.100,1389.700,1.627,14.198,25.425,0.965,1.611,19.745,21.013,0.745,0.751,14.205,25.418,0.189,8.800,9.677,0.018,4155.000,127.817,48.664,8.800,58.341
288,10:23:30,33.960,68.300,66.270,48.540,47.110,32.310,1.681,16.083,17.242,0.882,1.474,853.800,1389.600,1.628,14.188,25.420,0.964,1.611,19.741,21.011,0.746,0.751,14.185,25.415,0.189,8.791,9.677,0.018,4155.000,127.817,48.667,8.791,58.344
289,10:24:00,33.970,68.360,66.320,48.570,47.140,32.310,1.682,16.080,17.240,0.882,1.475,853.900,1390.300,1.628,14.187,25.429,0.964,1.612,19.737,21.009,0.746,0.751,14.183,25.429,0.189,8.788,9.677,0.018,4155.000,127.893,48.672,8.788,58.349
290,10:24:30,33.980,68.400,66.350,48.590,47.160,32.310,1.684,16.078,17.239,0.883,1.477,854.600,1392.000,1.629,14.197,25.457,0.965,1.614,19.735,21.007,0.745,0.751,14.197,25.462,0.189,8.790,9.678,0.018,4155.000,128.045,48.670,8.790,58.348
291,10:25:00,33.990,68.420,66.380,48.610,47.170,32.320,1.689,16.077,17.238,0.884,1.480,856.000,1394.700,1.629,14.218,25.505,0.967,1.617,19.734,21.006,0.745,0.751,14.212,25.512,0.189,8.785,9.678,0.018,4155.000,128.426,48.720,8.785,58.399
292,10:25:30,34.000,68.430,66.390,48.610,47.180,32.320,1.694,16.076,17.237,0.886,1.483,857.900,1398.200,1.630,14.248,25.568,0.969,1.621,19.733,21.006,0.745,0.751,14.243,25.562,0.189,8.784,9.673,0.018,4155.000,128.806,48.742,8.784,58.415
293,10:26:00,34.010,68.420,66.390,48.610,47.190,32.320,1.701,16.076,17.237,0.889,1.488,860.100,1402.200,1.630,14.285,25.642,0.971,1.626,19.733,21.006,0.746,0.751,14.292,25.649,0.189,8.792,9.678,0.018,4155.000,129.338,48.804,8.792,58.482
294,10:26:30,34.020,68.410,66.390,48.610,47.190,32.320,1.707,16.076,17.237,0.891,1.492,862.300,1406.400,1.631,14.323,25.718,0.974,1.631,19.733,21.006,0.745,0.751,14.324,25.718,0.189,8.789,9.675,0.018,4155.000,129.794,48.830,8.789,58.505
295,10:27:00,34.030,68.400,66.390,48.610,47.200,32.320,1.713,16.077,17.237,0.893,1.496,864.400,1410.200,1.631,14.358,25.789,0.976,1.635,19.734,21.006,0.745,0.751,14.357,25.787,0.189,8.788,9.675,0.018,4155.000,130.251,48.869,8.788,58.544
296,10:27:30,34.040,68.390,66.390,48.600,47.200,32.320,1.718,16.077,17.237,0.895,1.499,866.100,1413.400,1.632,14.386,25.847,0.978,1.639,19.734,21.006,0.745,0.751,14.389,25.838,0.189,8.790,9.672,0.018,4155.000,130.631,48.901,8.790,58.574
297,10:28:00,34.050,68.380,66.390,48.600,47.210,32.320,1.722,16.077,17.237,0.896,1.502,867.200,1415.700,1.633,14.404,25.887,0.979,1.641,19.734,21.005,0.746,0.751,14.405,25.890,0.189,8.789,9.676,0.018,4155.000,130.935,48.935,8.789,58.611
298,10:28:30,34.060,68.380,66.400,48.610,47.220,32.320,1.724,16.077,17.236,0.896,1.503,867.700,1416.900,1.633,14.412,25.909,0.980,1.643,19.734,21.005,0.745,0.751,14.405,25.906,0.189,8.784,9.674,0.018,4155.000,131.087,48.951,8.784,58.624
299,10:29:00,34.080,68.400,66.420,48.620,47.240,32.320,1.724,16.076,17.235,0.896,1.504,867.600,1417.300,1.634,14.410,25.915,0.980,1.643,19.733,21.004,0.745,0.751,14.404,25.921,0.189,8.784,9.677,0.018,4155.000,131.087,48.937,8.784,58.614
300,10:29:30,34.090,68.430,66.450,48.640,47.260,32.320,1.724,16.074,17.234,0.896,1.503,867.200,1417.100,1.634,14.401,25.908,0.979,1.643,19.731,21.003,0.746,0.751,14.402,25.903,0.189,8.787,9.671,0.018,4155.000,131.087,48.944,8.787,58.615
301,10:30:00,34.100,68.470,66.490,48.670,47.280,32.320,1.723,16.072,17.232,0.895,1.503,866.600,1416.600,1.635,14.389,25.897,0.978,1.642,19.728,21.001,0.746,0.751,14.384,25.900,0.189,8.782,9.674,0.018,4155.000,131.011,48.933,8.782,58.606
302,10:30:30,34.120,68.530,66.540,48.710,47.320,32.320,1.723,16.068,17.230,0.895,1.502,866.200,1416.400,1.635,14.378,25.888,0.978,1.642,19.725,20.998,0.745,0.751,14.381,25.879,0.189,8.784,9.667,0.018,4155.000,131.011,48.940,8.784,58.607
303,10:31:00,34.130,68.600,66.600,48.750,47.360,32.320,1.723,16.064,17.228,0.895,1.503,866.200,1416.700,1.636,14.373,25.890,0.978,1.642,19.720,20.996,0.745,0.751,14.377,25.894,0.189,8.782,9.671,0.018,4155.000,131.011,48.929,8.782,58.600
304,10:31:30,34.140,68.680,66.670,48.800,47.400,32.320,1.725,16.060,17.225,0.895,1.504,866.600,1418.000,1.636,14.376,25.907,0.978,1.644,19.716,20.993,0.746,0.751,14.374,25.906,0.189,8.776,9.666,0.018,4155.000,131.163,48.941,8.776,58.608
305,10:32:00,34.160,68.760,66.750,48.860,47.450,32.320,1.729,16.055,17.222,0.896,1.506,867.800,1420.200,1.637,14.389,25.943,0.979,1.646,19.710,20.989,0.746,0.751,14.385,25.936,0.189,8.771,9.663,0.018,4155.000,131.467,48.979,8.771,58.641
306,10:32:30,34.180,68.850,66.820,48.920,47.500,32.320,1.734,16.050,17.219,0.898,1.510,869.500,1423.500,1.637,14.412,25.996,0.981,1.650,19.705,20.986,0.746,0.751,14.413,26.001,0.189,8.770,9.664,0.018,4155.000,131.847,49.006,8.770,58.670
307,10:33:00,34.190,68.930,66.900,48.970,47.550,32.320,1.741,16.046,17.216,0.900,1.514,871.600,1427.500,1.638,14.442,26.063,0.984,1.655,19.700,20.982,0.745,0.751,14.441,26.065,0.189,8.767,9.661,0.018,4155.000,132.380,49.066,8.767,58.727
308,10:33:30,34.210,69.010,66.970,49.030,47.590,32.320,1.747,16.041,17.213,0.902,1.518,874.000,1431.800,1.638,14.477,26.137,0.986,1.660,19.695,20.979,0.745,0.751,14.469,26.129,0.189,8.759,9.656,0.018,4155.000,132.836,49.087,8.759,58.743
309,10:34:00,34.230,69.080,67.030,49.070,47.640,32.320,1.754,16.038,17.210,0.905,1.523,876.400,1436.100,1.639,14.511,26.210,0.989,1.664,19.691,20.976,0.745,0.751,14.514,26.211,0.189,8.763,9.657,0.018,4155.000,133.368,49.137,8.763,58.793
310,10:34:30,34.250,69.130,67.080,49.110,47.680,32.320,1.760,16.034,17.208,0.907,1.527,878.400,1439.900,1.639,14.542,26.276,0.991,1.669,19.687,20.973,0.745,0.751,14.543,26.277,0.189,8.760,9.656,0.018,4155.000,133.824,49.175,8.760,58.830
311,10:35:00,34.260,69.160,67.120,49.140,47.710,32.320,1.765,16.032,17.206,0.909,1.530,880.000,1443.000,1.640,14.566,26.327,0.993,1.672,19.685,20.972,0.745,0.751,14.573,26.325,0.189,8.762,9.653,0.018,4155.000,134.204,49.208,8.762,58.861
312,10:35:30,34.280,69.180,67.140,49.160,47.730,32.320,1.769,16.031,17.204,0.910,1.532,881.000,1445.000,1.640,14.581,26.362,0.994,1.675,19.684,20.970,0.745,0.751,14.588,26.357,0.189,8.761,9.651,0.018,4155.000,134.509,49.252,8.761,58.902
313,10:36:00,34.300,69.190,67.150,49.170,47.750,32.320,1.770,16.031,17.204,0.910,1.533,881.400,1446.000,1.641,14.586,26.380,0.994,1.676,19.683,20.969,0.746,0.751,14.588,26.374,0.189,8.757,9.650,0.018,4155.000,134.585,49.245,8.757,58.896
314,10:36:30,34.320,69.180,67.150,49.170,47.760,32.320,1.771,16.031,17.203,0.910,1.534,881.200,1446.300,1.641,14.585,26.384,0.994,1.676,19.684,20.969,0.745,0.751,14.588,26.389,0.189,8.759,9.654,0.018,4155.000,134.661,49.263,8.759,58.917
315,10:37:00,34.340,69.160,67.150,49.170,47.760,32.320,1.770,16.032,17.203,0.909,1.533,880.800,1446.000,1.642,14.579,26.379,0.994,1.676,19.684,20.969,0.745,0.751,14.573,26.372,0.189,8.754,9.650,0.018,4155.000,134.585,49.245,8.754,58.895
316,10:37:30,34.360,69.140,67.140,49.170,47.760,32.320,1.770,16.032,17.203,0.909,1.533,880.400,1445.700,1.642,14.572,26.373,0.993,1.675,19.685,20.969,0.745,0.751,14.573,26.372,0.189,8.758,9.652,0.018,4155.000,134.585,49.256,8.758,58.907
317,10:38:00,34.380,69.120,67.130,49.160,47.770,32.320,1.770,16.033,17.203,0.909,1.533,880.100,1445.800,1.643,14.569,26.374,0.993,1.675,19.686,20.969,0.745,0.751,14.574,26.372,0.189,8.762,9.651,0.018,4155.000,134.585,49.252,8.762,58.903
318,10:38:30,34.400,69.110,67.130,49.160,47.770,32.320,1.771,16.034,17.203,0.909,1.534,880.300,1446.500,1.643,14.573,26.387,0.993,1.676,19.686,20.969,0.745,0.751,14.575,26.389,0.189,8.760,9.653,0.018,4155.000,134.661,49.256,8.760,58.909
319,10:39:00,34.430,69.110,67.140,49.170,47.790,32.320,1.774,16.033,17.202,0.910,1.536,881.100,1448.200,1.644,14.585,26.417,0.994,1.678,19.686,20.968,0.745,0.751,14.590,26.422,0.189,8.761,9.653,0.018,4155.000,134.889,49.282,8.761,58.935
320,10:39:30,34.450,69.140,67.160,49.190,47.810,32.320,1.778,16.032,17.201,0.911,1.539,882.500,1450.900,1.644,14.607,26.464,0.996,1.681,19.685,20.967,0.745,0.751,14.605,26.472,0.189,8.756,9.654,0.018,4155.000,135.193,49.301,8.756,58.955
321,10:40:00,34.470,69.180,67.200,49.220,47.840,32.320,1.784,16.029,17.199,0.913,1.542,884.500,1454.500,1.645,14.636,26.526,0.998,1.686,19.682,20.964,0.745,0.750,14.634,26.521,0.189,8.754,9.647,0.018,4155.000,135.649,49.345,8.754,58.992
322,10:40:30,34.490,69.240,67.260,49.270,47.890,32.320,1.791,16.026,17.197,0.915,1.547,886.700,1458.700,1.645,14.670,26.597,1.000,1.690,19.678,20.961,0.746,0.751,14.664,26.604,0.189,8.750,9.650,0.018,4155.000,136.181,49.396,8.750,59.046
323,10:41:00,34.520,69.310,67.330,49.330,47.940,32.320,1.798,16.022,17.193,0.918,1.551,889.100,1463.100,1.645,14.704,26.670,1.003,1.695,19.673,20.958,0.745,0.751,14.708,26.666,0.189,8.753,9.643,0.018,4155.000,136.714,49.440,8.753,59.083
324,10:41:30,34.540,69.400,67.410,49.390,48.000,32.320,1.804,16.016,17.190,0.920,1.555,891.400,1467.200,1.646,14.736,26.739,1.006,1.700,19.668,20.954,0.745,0.751,14.735,26.730,0.189,8.746,9.640,0.018,4155.000,137.170,49.466,8.746,59.106
325,10:42:00,34.560,69.500,67.500,49.460,48.060,32.320,1.810,16.011,17.186,0.922,1.559,893.300,1470.700,1.646,14.760,26.794,1.008,1.704,19.662,20.950,0.745,0.751,14.762,26.793,0.189,8.744,9.639,0.018,4155.000,137.626,49.512,8.744,59.152
326,10:42:30,34.590,69.600,67.590,49.530,48.120,32.320,1.814,16.005,17.182,0.923,1.562,894.600,1473.200,1.647,14.775,26.833,1.009,1.707,19.655,20.945,0.745,0.751,14.773,26.838,0.189,8.737,9.639,0.018,4155.000,137.930,49.538,8.737,59.177
327,10:43:00,34.610,69.700,67.680,49.600,48.190,32.320,1.816,16.000,17.178,0.924,1.563,895.200,1474.700,1.647,14.780,26.853,1.010,1.708,19.649,20.941,0.745,0.751,14.784,26.849,0.189,8.738,9.633,0.018,4155.000,138.082,49.542,8.738,59.175
328,10:43:30,34.630,69.790,67.760,49.660,48.240,32.320,1.817,15.995,17.174,0.924,1.564,895.300,1475.300,1.648,14.776,26.857,1.010,1.709,19.644,20.937,0.745,0.751,14.779,26.860,0.189,8.734,9.633,0.018,4155.000,138.158,49.549,8.734,59.182
329,10:44:00,34.660,69.860,67.820,49.710,48.290,32.320,1.817,15.991,17.171,0.923,1.564,895.000,1475.100,1.648,14.765,26.848,1.009,1.709,19.639,20.934,0.745,0.750,14.760,26.855,0.189,8.726,9.633,0.018,4155.000,138.158,49.556,8.726,59.188
330,10:44:30,34.680,69.910,67.880,49.750,48.330,32.320,1.816,15.987,17.169,0.923,1.563,894.400,1474.600,1.649,14.752,26.834,1.008,1.708,19.636,20.931,0.745,0.751,14.756,26.835,0.189,8.729,9.629,0.018,4155.000,138.082,49.545,8.729,59.174
331,10:45:00,34.700,69.940,67.910,49.780,48.360,32.320,1.816,15.985,17.167,0.922,1.562,893.900,1474.100,1.649,14.741,26.822,1.008,1.708,19.634,20.929,0.745,0.750,14.738,26.815,0.189,8.724,9.625,0.018,4155.000,138.082,49.562,8.724,59.187
332,10:45:30,34.730,69.960,67.930,49.800,48.380,32.330,1.816,15.984,17.166,0.922,1.562,893.700,1474.200,1.650,14.736,26.820,1.008,1.708,19.633,20.928,0.745,0.750,14.737,26.813,0.189,8.725,9.623,0.018,4155.000,138.082,49.559,8.725,59.182
333,10:46:00,34.750,69.960,67.940,49.810,48.390,32.330,1.817,15.984,17.166,0.922,1.563,893.900,1475.000,1.650,14.740,26.834,1.008,1.708,19.632,20.927,0.745,0.751,14.737,26.830,0.189,8.723,9.624,0.018,4155.000,138.158,49.559,8.723,59.183
334,10:46:30,34.780,69.950,67.940,49.810,48.400,32.330,1.820,15.984,17.165,0.923,1.565,894.800,1476.800,1.650,14.755,26.866,1.009,1.711,19.633,20.927,0.745,0.750,14.753,26.863,0.189,8.724,9.624,0.018,4155.000,138.386,49.580,8.724,59.205
335,10:47:00,34.800,69.930,67.930,49.810,48.410,32.330,1.824,15.985,17.165,0.925,1.568,896.200,1479.600,1.651,14.779,26.916,1.010,1.714,19.633,20.927,0.745,0.750,14.786,26.915,0.189,8.729,9.625,0.018,4155.000,138.691,49.595,8.729,59.220
336,10:47:30,34.820,69.920,67.930,49.810,48.420,32.340,1.830,15.986,17.165,0.927,1.572,898.200,1483.100,1.651,14.812,26.980,1.013,1.718,19.634,20.927,0.745,0.750,14.819,26.983,0.189,8.729,9.626,0.018,4155.000,139.147,49.641,8.729,59.267
337,10:48:00,34.850,69.910,67.930,49.810,48.430,32.340,1.836,15.986,17.164,0.929,1.576,900.300,1487.100,1.652,14.848,27.051,1.015,1.722,19.634,20.926,0.745,0.751,14.851,27.050,0.189,8.728,9.624,0.018,4155.000,139.603,49.670,8.728,59.294
338,10:48:30,34.870,69.900,67.940,49.820,48.450,32.340,1.843,15.986,17.163,0.931,1.580,902.500,1491.000,1.652,14.883,27.122,1.018,1.727,19.634,20.925,0.745,0.751,14.883,27.118,0.189,8.725,9.623,0.018,4155.000,140.135,49.729,8.725,59.352
339,10:49:00,34.890,69.920,67.960,49.840,48.470,32.340,1.849,15.985,17.162,0.933,1.584,904.400,1494.600,1.653,14.914,27.184,1.020,1.731,19.633,20.924,0.745,0.751,14.914,27.185,0.189,8.725,9.624,0.018,4155.000,140.591,49.771,8.725,59.394
340,10:49:30,34.910,69.950,67.990,49.870,48.500,32.350,1.853,15.983,17.160,0.934,1.587,905.800,1497.300,1.653,14.935,27.230,1.021,1.734,19.631,20.922,0.745,0.751,14.928,27.233,0.189,8.720,9.623,0.018,4155.000,140.896,49.788,8.720,59.412
341,10:50:00,34.940,70.000,68.040,49.910,48.540,32.350,1.856,15.980,17.158,0.935,1.589,906.700,1499.100,1.653,14.945,27.258,1.022,1.736,19.628,20.919,0.745,0.751,14.941,27.264,0.189,8.719,9.623,0.018,4155.000,141.124,49.809,8.719,59.432
342,10:50:30,34.960,70.060,68.100,49.950,48.590,32.360,1.857,15.976,17.155,0.935,1.589,906.900,1499.800,1.654,14.944,27.265,1.022,1.737,19.624,20.916,0.745,0.750,14.938,27.259,0.189,8.715,9.617,0.018,4155.000,141.200,49.813,8.715,59.429
343,10:51:00,34.980,70.130,68.170,50.010,48.640,32.360,1.857,15.972,17.152,0.935,1.589,906.500,1499.600,1.654,14.933,27.255,1.022,1.737,19.619,20.913,0.745,0.750,14.934,27.255,0.189,8.716,9.616,0.018,4155.000,141.200,49.819,8.716,59.435
344,10:51:30,35.000,70.220,68.250,50.070,48.690,32.370,1.856,15.967,17.149,0.934,1.588,905.800,1498.800,1.655,14.916,27.234,1.021,1.736,19.614,20.909,0.745,0.750,14.913,27.233,0.189,8.711,9.614,0.018,4155.000,141.124,49.819,8.711,59.433
345,10:52:00,35.020,70.310,68.330,50.130,48.740,32.370,1.854,15.962,17.146,0.933,1.587,905.000,1497.800,1.655,14.896,27.209,1.020,1.734,19.608,20.906,0.745,0.751,14.893,27.211,0.189,8.707,9.612,0.018,4155.000,140.972,49.798,8.707,59.411
346,10:52:30,35.040,70.400,68.410,50.190,48.800,32.380,1.853,15.957,17.142,0.932,1.586,904.300,1497.000,1.655,14.879,27.188,1.019,1.733,19.602,20.902,0.745,0.751,14.872,27.187,0.189,8.701,9.609,0.018,4155.000,140.896,49.798,8.701,59.407
347,10:53:00,35.060,70.490,68.490,50.250,48.850,32.380,1.852,15.952,17.139,0.932,1.586,904.000,1496.800,1.656,14.868,27.179,1.019,1.733,19.597,20.898,0.745,0.750,14.867,27.182,0.189,8.702,9.609,0.018,4155.000,140.820,49.778,8.702,59.387
348,10:53:30,35.080,70.570,68.560,50.300,48.900,32.390,1.854,15.947,17.136,0.932,1.587,904.200,1497.600,1.656,14.867,27.187,1.019,1.734,19.592,20.895,0.745,0.750,14.863,27.195,0.189,8.697,9.608,0.018,4155.000,140.972,49.805,8.697,59.413
349,10:54:00,35.100,70.640,68.620,50.350,48.940,32.390,1.856,15.944,17.133,0.933,1.588,905.100,1499.300,1.657,14.876,27.213,1.020,1.736,19.588,20.892,0.745,0.750,14.876,27.207,0.189,8.696,9.601,0.018,4155.000,141.124,49.802,8.696,59.404
350,10:54:30,35.120,70.700,68.680,50.390,48.980,32.400,1.861,15.940,17.131,0.934,1.591,906.500,1502.000,1.657,14.895,27.257,1.021,1.739,19.584,20.889,0.745,0.750,14.888,27.255,0.189,8.690,9.601,0.018,4155.000,141.504,49.847,8.690,59.448
351,10:55:00,35.140,70.740,68.720,50.420,49.010,32.400,1.866,15.938,17.129,0.936,1.595,908.200,1505.300,1.657,14.921,27.313,1.023,1.743,19.582,20.887,0.745,0.750,14.918,27.321,0.189,8.691,9.603,0.018,4155.000,141.884,49.871,8.691,59.474
352,10:55:30,35.150,70.760,68.750,50.450,49.030,32.410,1.872,15.936,17.127,0.938,1.598,910.200,1508.900,1.658,14.951,27.375,1.025,1.747,19.580,20.886,0.745,0.750,14.948,27.369,0.189,8.689,9.597,0.018,4155.000,142.340,49.912,8.689,59.509
353,10:56:00,35.170,70.780,68.760,50.460,49.050,32.420,1.878,15.935,17.126,0.940,1.602,912.100,1512.300,1.658,14.981,27.435,1.027,1.751,19.579,20.885,0.745,0.750,14.979,27.436,0.189,8.689,9.599,0.018,4155.000,142.797,49.959,8.689,59.558
354,10:56:30,35.190,70.780,68.770,50.470,49.070,32.420,1.882,15.935,17.126,0.942,1.605,913.600,1515.200,1.659,15.005,27.486,1.029,1.754,19.578,20.884,0.745,0.750,15.011,27.487,0.189,8.693,9.598,0.018,4155.000,143.101,49.970,8.693,59.568
355,10:57:00,35.200,70.770,68.780,50.470,49.080,32.430,1.886,15.935,17.125,0.943,1.607,914.600,1517.200,1.659,15.022,27.521,1.030,1.756,19.579,20.883,0.745,0.750,15.027,27.520,0.189,8.693,9.597,0.018,4155.000,143.405,50.010,8.693,59.607
356,10:57:30,35.220,70.760,68.780,50.470,49.090,32.440,1.887,15.935,17.125,0.943,1.608,914.900,1518.100,1.659,15.028,27.538,1.031,1.757,19.579,20.883,0.744,0.751,15.027,27.537,0.189,8.690,9.597,0.018,4155.000,143.481,50.007,8.690,59.605
357,10:58:00,35.230,70.750,68.780,50.470,49.090,32.450,1.887,15.936,17.125,0.943,1.608,914.700,1518.100,1.660,15.025,27.536,1.030,1.757,19.579,20.883,0.745,0.750,15.028,27.537,0.189,8.693,9.597,0.018,4155.000,143.481,50.007,8.693,59.605
358,10:58:30,35.250,70.740,68.780,50.470,49.100,32.450,1.886,15.936,17.125,0.942,1.607,914.000,1517.200,1.660,15.013,27.520,1.030,1.756,19.580,20.883,0.744,0.750,15.012,27.520,0.189,8.690,9.597,0.018,4155.000,143.405,50.010,8.690,59.607
359,10:59:00,35.260,70.740,68.790,50.480,49.110,32.460,1.884,15.936,17.124,0.941,1.606,913.000,1515.900,1.660,14.997,27.496,1.029,1.755,19.579,20.882,0.744,0.750,14.996,27.501,0.189,8.690,9.599,0.018,4155.000,143.253,50.000,8.690,59.599
360,10:59:30,35.270,70.750,68.800,50.490,49.120,32.470,1.881,15.935,17.124,0.940,1.604,912.000,1514.600,1.661,14.980,27.471,1.027,1.753,19.578,20.881,0.745,0.750,14.979,27.467,0.189,8.690,9.595,0.018,4155.000,143.025,49.963,8.690,59.558
361,11:00:00,35.280,70.780,68.830,50.510,49.140,32.480,1.880,15.933,17.122,0.939,1.603,911.300,1513.700,1.661,14.966,27.453,1.027,1.752,19.577,20.880,0.744,0.750,14.961,27.447,0.189,8.686,9.594,0.018,4155.000,142.949,49.966,8.686,59.560
362,11:00:30,35.300,70.820,68.870,50.530,49.170,32.480,1.880,15.931,17.121,0.939,1.603,911.000,1513.600,1.661,14.959,27.447,1.026,1.752,19.574,20.878,0.745,0.750,14.959,27.445,0.189,8.688,9.594,0.018,4155.000,142.949,49.970,8.688,59.564
363,11:01:00,35.310,70.880,68.920,50.570,49.200,32.490,1.881,15.927,17.119,0.939,1.604,911.400,1514.500,1.662,14.960,27.459,1.027,1.753,19.570,20.876,0.744,0.750,14.955,27.459,0.189,8.682,9.593,0.018,4155.000,143.025,49.967,8.682,59.560
364,11:01:30,35.320,70.950,68.990,50.620,49.240,32.500,1.884,15.923,17.116,0.940,1.606,912.300,1516.300,1.662,14.971,27.488,1.028,1.755,19.566,20.873,0.744,0.750,14.968,27.488,0.189,8.681,9.592,0.018,4155.000,143.253,49.987,8.681,59.579
365,11:02:00,35.330,71.040,69.060,50.670,49.290,32.510,1.889,15.919,17.113,0.942,1.609,913.800,1519.100,1.662,14.989,27.531,1.029,1.758,19.561,20.870,0.745,0.750,14.996,27.535,0.189,8.683,9.590,0.018,4155.000,143.633,50.027,8.683,59.618
366,11:02:30,35.340,71.130,69.140,50.730,49.340,32.520,1.894,15.914,17.110,0.943,1.612,915.500,1522.300,1.663,15.012,27.584,1.031,1.762,19.555,20.867,0.745,0.750,15.007,27.581,0.189,8.673,9.586,0.018,4155.000,144.013,50.054,8.673,59.640
367,11:03:00,35.340,71.220,69.220,50.790,49.390,32.520,1.900,15.909,17.107,0.945,1.616,917.400,1525.700,1.663,15.037,27.639,1.033,1.766,19.550,20.863,0.745,0.750,15.034,27.645,0.189,8.671,9.587,0.018,4155.000,144.469,50.101,8.671,59.688
368,11:03:30,35.350,71.310,69.290,50.850,49.430,32.530,1.905,15.904,17.104,0.947,1.619,919.100,1528.800,1.663,15.058,27.689,1.035,1.769,19.544,20.860,0.744,0.750,15.061,27.691,0.189,8.670,9.584,0.018,4155.000,144.850,50.131,8.670,59.714
369,11:04:00,35.360,71.380,69.360,50.900,49.480,32.540,1.909,15.899,17.101,0.948,1.621,920.300,1531.200,1.664,15.074,27.727,1.036,1.772,19.539,20.857,0.745,0.750,15.072,27.721,0.189,8.665,9.579,0.018,4155.000,145.154,50.157,8.665,59.736
370,11:04:30,35.370,71.450,69.420,50.940,49.510,32.550,1.911,15.896,17.099,0.949,1.623,921.000,1532.700,1.664,15.081,27.748,1.037,1.774,19.536,20.854,0.744,0.750,15.085,27.752,0.189,8.666,9.580,0.018,4155.000,145.306,50.161,8.666,59.741
371,11:05:00,35.370,71.490,69.460,50.960,49.540,32.560,1.912,15.893,17.097,0.949,1.623,921.100,1533.100,1.664,15.080,27.753,1.037,1.774,19.533,20.852,0.744,0.750,15.082,27.748,0.189,8.664,9.576,0.018,4155.000,145.382,50.174,8.664,59.750
372,11:05:30,35.380,71.510,69.490,50.980,49.560,32.570,1.911,15.892,17.096,0.948,1.623,920.700,1532.600,1.665,15.070,27.741,1.036,1.773,19.531,20.851,0.745,0.750,15.066,27.747,0.189,8.658,9.579,0.018,4155.000,145.306,50.164,8.658,59.743
373,11:06:00,35.390,71.520,69.500,50.990,49.570,32.570,1.909,15.891,17.096,0.947,1.621,919.800,1531.400,1.665,15.055,27.720,1.035,1.772,19.531,20.851,0.745,0.750,15.049,27.713,0.189,8.657,9.575,0.018,4155.000,145.154,50.151,8.657,59.726
374,11:06:30,35.390,71.510,69.490,50.980,49.570,32.580,1.907,15.892,17.096,0.946,1.620,918.800,1530.000,1.665,15.039,27.694,1.034,1.770,19.531,20.851,0.745,0.750,15.034,27.696,0.189,8.657,9.578,0.018,4155.000,145.002,50.144,8.657,59.722
